Start Date (Time Zone: America / Denver),End Date (Time Zone: America / Denver),IP Address,Duration (in seconds),Response ID,RandNum_ID,Location Latitude,Location Longitude,Gender,Age,Education,Work Experience,Race,Race_Other_Text,Kevin_Kelly,What is the salary increase that [] asked for?,How did [] start the conversation?,What was Sean's reasoning for denying []'s request?,"On a scale of 1-10, how aggressive do you feel [] was being in that meeting?","On a scale of 1-10, how aggressive do you feel Sean was being in that meeting?",Did you feel that []'s actions were driven more by internal factors or by external factors?,Did you feel that Sean's actions were driven more by internal factors or by external factors?,Timing - Page Submit
4/2/21 10:19,4/2/21 10:21,98.39.211.252,106,R_veEzqD1MetOV0SB,8969817,29.85040283,-95.44129944,Male,30-44 years old,Associate degree in college (2-year),11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,6,Internal factors,External factors,87.235
4/2/21 10:19,4/2/21 10:21,12.145.173.123,128,R_2OU6yWzwgZTPqOc,5821515,43.01400757,-88.27829742,Male,30-44 years old,"Professional degree (JD, MD)",11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,1,Internal factors,External factors,90.715
4/2/21 10:20,4/2/21 10:21,73.54.194.23,54,R_t07N5HJ5pwBJdaF,5390177,33.39149475,-84.56349945,Female,45-59 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kelly,15%,Got straight to [his/her] request,[]'s performance doesn't warrant a raise,10,9,Internal factors,Internal factors,20.915
4/2/21 10:18,4/2/21 10:21,172.58.159.99,174,R_2t5TT2zIqQ5aYbt,6465460,35.229599,-80.84300232,Female,30-44 years old,Master's degree,16-20 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,8,Internal factors,External factors,149.376
4/2/21 10:18,4/2/21 10:22,70.172.187.42,233,R_1N835wDAq2eJebt,4751343,41.51899719,-71.16200256,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),16-20 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,3,Internal factors,External factors,199.858
4/2/21 10:21,4/2/21 10:23,162.0.205.2,124,R_2VEp560xDrkzlon,3755143,36.41619873,-83.01080322,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,2,External factors,External factors,96.922
4/2/21 10:22,4/2/21 10:24,3.83.29.53,117,R_2yjVNfXnagrKusL,2634132,39.0480957,-77.47280121,Female,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,8,External factors,External factors,99.46
4/2/21 10:20,4/2/21 10:25,108.29.56.218,299,R_2vl9yxg84HyxJQe,7760789,40.73410034,-73.79620361,Male,30-44 years old,Associate degree in college (2-year),11-15 years,White,,Kelly,15%,Recognized the entire team for their support,Does not have the budget for salary increases,10,10,External factors,Internal factors,214.804
4/2/21 10:22,4/2/21 10:25,68.9.66.133,196,R_2wuCfofbzg7B4sK,1434736,41.70419312,-71.45580292,Female,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,6,External factors,External factors,147.258
4/2/21 10:22,4/2/21 10:26,45.52.224.251,196,R_3HjKOJFlYRQJu3w,4063794,38.80949402,-85.84500122,Male,45-59 years old,Master's degree,21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,7,Internal factors,External factors,160.188
4/2/21 10:21,4/2/21 10:26,75.167.118.6,276,R_2TuehdMxxSkLWXg,7139083,33.51409912,-112.123497,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),0 years (No work experience),White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,0,Internal factors,External factors,214.407
4/2/21 10:25,4/2/21 10:26,174.101.136.173,103,R_2pRFdEDjXlPPfoV,1878697,39.14970398,-84.4260025,Female,18-29 years old,High school graduate (high school diploma or equivalent including GED),6-10 years,"White,Black or African American",,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,5,Internal factors,External factors,70.78
4/2/21 10:23,4/2/21 10:27,199.66.70.145,223,R_1N8rRTJA4qMzG2t,9594454,40.32279968,-86.88809967,Male,30-44 years old,Bachelor's degree in college (4-year),16-20 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,Internal factors,Internal factors,202.697
4/2/21 10:26,4/2/21 10:29,209.160.121.11,156,R_2SdIvnt5mrGi36s,1691466,39.0480957,-77.47280121,Male,45-59 years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,4,Internal factors,Internal factors,122.458
4/2/21 10:25,4/2/21 10:29,68.172.212.5,234,R_1g62pERvxTcvDGK,8556943,40.70150757,-73.84220123,Male,60+ years old,High school graduate (high school diploma or equivalent including GED),21+ years,Asian,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,0,Internal factors,Internal factors,177.854
4/2/21 10:27,4/2/21 10:30,172.58.101.124,160,R_10Slz9rI8oBd4Tq,6547473,29.66789246,-95.33200073,Male,18-29 years old,Associate degree in college (2-year),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,External factors,Internal factors,101.162
4/2/21 10:29,4/2/21 10:30,191.96.97.58,83,R_2PdKfzXaTu8Z4Q3,9137519,41.84829712,-87.65170288,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),0 years (No work experience),White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,4,Internal factors,Internal factors,57.224
4/2/21 10:29,4/2/21 10:30,35.138.238.49,78,R_239svSrE15Iyt5w,9788997,28.24749756,-82.49430084,Male,30-44 years old,High school graduate (high school diploma or equivalent including GED),16-20 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,4,Internal factors,External factors,60.414
4/2/21 10:28,4/2/21 10:33,174.134.53.201,296,R_siXJDS37w0qH3HP,6987170,35.14819336,-119.4557037,Male,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,3,Internal factors,External factors,254.235
4/2/21 10:29,4/2/21 10:33,216.151.180.10,255,R_Zt1GLGlr3X6HTDX,4181360,0,0,Female,18-29 years old,Bachelor's degree in college (4-year),3-5 years,Black or African American,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,1,Internal factors,External factors,207.673
4/2/21 10:32,4/2/21 10:33,99.118.107.143,97,R_1gIW46BPMLd3Rqm,1438521,39.83039856,-89.64980316,Female,30-44 years old,Master's degree,3-5 years,Black or African American,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,8,Internal factors,Internal factors,36.796
4/2/21 10:28,4/2/21 10:33,184.6.22.186,305,R_3hfJ84WI71H5N2l,8677992,38.12359619,-78.70950317,Male,60+ years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,4,Internal factors,Internal factors,260.415
4/2/21 10:31,4/2/21 10:35,67.4.89.95,256,R_a2vI80EoPzdwVyx,2579701,44.80580139,-93.60710144,Male,45-59 years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,8,Internal factors,External factors,221.202
4/2/21 10:29,4/2/21 10:36,209.127.186.134,402,R_W9cB4SdBz3QqJCV,1277686,40.55110168,-74.46060181,Male,18-29 years old,Bachelor's degree in college (4-year),3-5 years,Black or African American,,Kelly,15%,Got straight to [his/her] request,Does not have the budget for salary increases,2,2,Internal factors,Internal factors,337.383
4/2/21 10:36,4/2/21 10:38,73.55.26.61,115,R_3ggvQpDA66WoD0R,6342196,27.31889343,-82.5164032,Male,60+ years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,0,Internal factors,External factors,66.429
4/2/21 10:40,4/2/21 10:43,198.134.109.139,198,R_1F2u3lrfejHsRaE,7881193,39.7684021,-86.15799713,Male,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,4,External factors,Internal factors,153.582
4/2/21 10:43,4/2/21 10:46,172.9.162.236,147,R_3e2nvT855KUSYzG,5017402,38.56619263,-121.5525055,Male,45-59 years old,Master's degree,21+ years,Other,n/a,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,1,External factors,Internal factors,102.302
4/2/21 10:40,4/2/21 10:46,174.99.117.195,384,R_RWz9R5Covtas16p,8289846,35.89639282,-78.71150208,Female,45-59 years old,Associate degree in college (2-year),16-20 years,Black or African American,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,7,Internal factors,Internal factors,241.365
4/2/21 10:45,4/2/21 10:46,164.58.172.157,94,R_2ZWUZdWHHju9jcQ,8359375,35.57739258,-97.6411972,Male,18-29 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,4,Internal factors,External factors,81.38
4/2/21 10:40,4/2/21 10:47,196.17.64.96,405,R_3EJSxxa9Sg0Cwsz,2482565,34.05439758,-118.2440033,Male,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,[]'s performance doesn't warrant a raise,6,8,Internal factors,Internal factors,375.452
4/2/21 10:43,4/2/21 10:48,216.250.251.133,275,R_3niUPgrualwLTdI,1793050,37.75100708,-97.8219986,Male,30-44 years old,Master's degree,11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,[]'s performance doesn't warrant a raise,8,6,Internal factors,External factors,240.034
4/2/21 10:45,4/2/21 10:48,67.43.209.7,172,R_1OH6qDR9drwMTU8,4892128,41.42469788,-105.4781036,Female,18-29 years old,Doctoral degree,1-2 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,0,Internal factors,Internal factors,144.255
4/2/21 10:46,4/2/21 10:49,12.160.25.210,157,R_1msGPSBw1pzc7HE,8590420,41.38439941,-81.70030212,Male,30-44 years old,Bachelor's degree in college (4-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,Internal factors,External factors,131.507
4/2/21 10:48,4/2/21 10:50,76.20.6.107,95,R_8q6ENExWmvr6iBj,6969035,38.6105957,-121.2789001,Male,30-44 years old,Master's degree,3-5 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,5,Internal factors,External factors,65.392
4/2/21 10:48,4/2/21 10:50,24.117.153.187,123,R_uz89CqG84wZmVih,5505666,43.65020752,-116.4342957,Female,30-44 years old,Associate degree in college (2-year),11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,6,External factors,Internal factors,102.863
4/2/21 10:46,4/2/21 10:54,24.167.160.145,478,R_DP21Op07YYu4jL3,6251070,36.06170654,-79.82389832,Female,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,6,Internal factors,External factors,206.549
4/2/21 10:48,4/2/21 10:55,66.41.40.149,448,R_12KfCKxi3Ci3ILp,5898852,44.99980164,-93.39299774,Male,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,9,Internal factors,Internal factors,373.174
4/2/21 10:56,4/2/21 10:57,69.246.196.59,59,R_6SGAdNNzdnneul3,7148062,41.7696991,-87.69850159,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),0 years (No work experience),White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,8,External factors,Internal factors,41.101
4/2/21 10:55,4/2/21 10:58,73.240.113.81,205,R_2uHsYFNpjMdih6I,2330568,45.86079407,-122.8282013,Male,45-59 years old,Associate degree in college (2-year),16-20 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,8,External factors,Internal factors,174.375
4/2/21 10:52,4/2/21 10:58,71.85.124.140,396,R_1QmuPzMRkTFGEVL,9674522,34.94459534,-82.2213974,Female,18-29 years old,High school graduate (high school diploma or equivalent including GED),1-2 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,8,Internal factors,External factors,340.577
4/2/21 10:55,4/2/21 11:00,216.250.248.238,318,R_2QnYkmsKSQHH9xR,9868832,37.75100708,-97.8219986,Male,45-59 years old,Bachelor's degree in college (4-year),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,6,Internal factors,External factors,160.695
4/2/21 10:56,4/2/21 11:02,64.44.42.29,366,R_11XUWJGuWs3cKn8,1579980,42.88639832,-78.87809753,Male,60+ years old,Master's degree,11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,9,Internal factors,External factors,318.857
4/2/21 10:59,4/2/21 11:04,107.201.33.29,321,R_1PRv1K85KNJ5F9r,3109039,41.53439331,-81.34210205,Female,30-44 years old,Bachelor's degree in college (4-year),16-20 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,External factors,External factors,258
4/2/21 11:01,4/2/21 11:05,172.58.4.172,219,R_3HIfa3ENPlWdC3y,1847113,33.6026001,-84.47689819,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),16-20 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,0,External factors,Internal factors,194.36
4/2/21 11:04,4/2/21 11:07,63.75.251.88,191,R_3M4dtTtAfwEcquY,9142167,39.61019897,-75.67469788,Female,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kelly,15%,Got straight to [his/her] request,Strict company policy on timing of salary increases,7,7,External factors,External factors,137.878
4/2/21 11:06,4/2/21 11:08,71.223.109.171,85,R_3MhUXHz2PlauyaB,2586920,33.38250732,-111.875,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),6-10 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,3,Internal factors,External factors,68.151
4/2/21 11:11,4/2/21 11:14,75.185.181.160,186,R_Aj317Lz85acLmjT,1412474,41.07080078,-81.55110168,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,5,Internal factors,External factors,95.301
4/2/21 11:13,4/2/21 11:16,67.247.146.236,201,R_22QVVH1mzqNQg0I,4540422,44.0473938,-70.38990021,Male,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kelly,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,0,Internal factors,Internal factors,170.112
